Id,choose
11998,0.372
11999,0.432
12000,0.291
12001,0.596
12002,0.3
12003,0.439
12004,0.73
12005,0.419
12006,0.681
12007,0.208
12008,0.379
12009,0.345
12010,0.294
12011,0.344
12012,0.382
12013,0.316
12014,0.446
12015,0.282
12016,0.787
12017,0.412
12018,0.682
12019,0.323
12020,0.466
12021,0.446
12022,0.274
12023,0.682
12024,0.389
12025,0.725
12026,0.288
12027,0.285
12028,0.625
12029,0.793
12030,0.69
12031,0.579
12032,0.605
12033,0.451
12034,0.678
12035,0.694
12036,0.805
12037,0.341
12038,0.758
12039,0.351
12040,0.756
12041,0.229
12042,0.797
12043,0.745
12044,0.815
12045,0.403
12046,0.263
12047,0.771
12048,0.38
12049,0.654
12050,0.188
12051,0.511
12052,0.74
12053,0.763
12054,0.705
12055,0.425
12056,0.479
12057,0.606
12058,0.695
12059,0.412
12060,0.642
12061,0.257
12062,0.652
12063,0.266
12064,0.631
12065,0.359
12066,0.685
12067,0.49
12068,0.622
12069,0.277
12070,0.345
12071,0.409
12072,0.699
12073,0.748
12074,0.399
12075,0.382
12076,0.359
12077,0.353
12078,0.233
12079,0.354
12080,0.761
12081,0.398
12082,0.702
12083,0.404
12084,0.299
12085,0.44
12086,0.632
12087,0.308
12088,0.77
12089,0.651
12090,0.369
12091,0.243
12092,0.588
12093,0.201
12094,0.399
12095,0.733
12096,0.347
12097,0.215
12098,0.324
12099,0.527
12100,0.539
12101,0.405
12102,0.667
12103,0.353
12104,0.55
12105,0.459
12106,0.694
12107,0.703
12108,0.282
12109,0.345
12110,0.285
12111,0.342
12112,0.435
12113,0.379
12114,0.343
12115,0.634
12116,0.445
12117,0.663
12118,0.254
12119,0.32
12120,0.333
12121,0.636
12122,0.678
12123,0.684
12124,0.31
12125,0.439
12126,0.648
12127,0.486
12128,0.384
12129,0.599
12130,0.365
12131,0.356
12132,0.423
12133,0.494
12134,0.409
12135,0.441
12136,0.301
12137,0.731
12138,0.436
12139,0.681
12140,0.503
12141,0.844
12142,0.47
12143,0.275
12144,0.415
12145,0.282
12146,0.527
12147,0.603
12148,0.245
12149,0.672
12150,0.387
12151,0.457
12152,0.686
12153,0.273
12154,0.279
12155,0.31
12156,0.39
12157,0.23
12158,0.307
12159,0.27
12160,0.286
12161,0.515
12162,0.285
12163,0.418
12164,0.741
12165,0.384
12166,0.415
12167,0.622
12168,0.768
12169,0.643
12170,0.265
12171,0.489
12172,0.274
12173,0.522
12174,0.392
12175,0.333
12176,0.215
12177,0.68
12178,0.417
12179,0.76
12180,0.321
12181,0.391
12182,0.222
12183,0.551
12184,0.308
12185,0.631
12186,0.737
12187,0.355
12188,0.388
12189,0.61
12190,0.228
12191,0.431
12192,0.647
12193,0.567
12194,0.319
12195,0.228
12196,0.739
12197,0.816
12198,0.307
12199,0.41
12200,0.774
12201,0.236
12202,0.412
12203,0.228
12204,0.662
12205,0.347
12206,0.526
12207,0.247
12208,0.548
12209,0.438
12210,0.589
12211,0.522
12212,0.367
12213,0.648
12214,0.361
12215,0.794
12216,0.368
12217,0.364
12218,0.418
12219,0.372
12220,0.329
12221,0.252
12222,0.704
12223,0.356
12224,0.259
12225,0.398
12226,0.56
12227,0.36
12228,0.732
12229,0.412
12230,0.318
12231,0.686
12232,0.561
12233,0.654
12234,0.325
12235,0.737
12236,0.626
12237,0.367
12238,0.436
12239,0.764
12240,0.312
12241,0.397
12242,0.729
12243,0.503
12244,0.417
12245,0.304
12246,0.265
12247,0.747
12248,0.427
12249,0.309
12250,0.219
12251,0.185
12252,0.328
12253,0.738
12254,0.72
12255,0.394
12256,0.47
12257,0.412
12258,0.577
12259,0.615
12260,0.713
12261,0.467
12262,0.319
12263,0.676
12264,0.557
12265,0.668
12266,0.696
12267,0.341
12268,0.642
12269,0.688
12270,0.736
12271,0.752
12272,0.31
12273,0.774
12274,0.31
12275,0.277
12276,0.276
12277,0.674
12278,0.558
12279,0.579
12280,0.73
12281,0.496
12282,0.767
12283,0.703
12284,0.355
12285,0.768
12286,0.676
12287,0.357
12288,0.835
12289,0.322
12290,0.733
12291,0.356
12292,0.671
12293,0.411
12294,0.656
12295,0.664
12296,0.584
12297,0.394
12298,0.45
12299,0.513
12300,0.758
12301,0.292
12302,0.702
12303,0.394
12304,0.481
12305,0.681
12306,0.768
12307,0.595
12308,0.598
12309,0.698
12310,0.411
12311,0.243
12312,0.34
12313,0.338
12314,0.452
12315,0.36
12316,0.293
12317,0.351
12318,0.31
12319,0.659
12320,0.599
12321,0.362
12322,0.243
12323,0.624
12324,0.209
12325,0.24
12326,0.394
12327,0.655
12328,0.424
12329,0.203
12330,0.685
12331,0.388
12332,0.334
12333,0.3
12334,0.417
12335,0.374
12336,0.265
12337,0.254
12338,0.627
12339,0.485
12340,0.299
12341,0.318
12342,0.243
12343,0.403
12344,0.634
12345,0.433
12346,0.3
12347,0.646
12348,0.5
12349,0.343
12350,0.725
12351,0.421
12352,0.747
12353,0.812
12354,0.492
12355,0.345
12356,0.408
12357,0.34
12358,0.757
12359,0.405
12360,0.513
12361,0.341
12362,0.409
12363,0.278
12364,0.403
12365,0.451
12366,0.497
12367,0.324
12368,0.365
12369,0.711
12370,0.314
12371,0.79
12372,0.359
12373,0.343
12374,0.332
12375,0.717
12376,0.325
12377,0.448
12378,0.35
12379,0.376
12380,0.246
12381,0.332
12382,0.37
12383,0.42
12384,0.442
12385,0.3
12386,0.323
12387,0.654
12388,0.349
12389,0.744
12390,0.641
12391,0.683
12392,0.674
12393,0.324
12394,0.748
12395,0.651
12396,0.384
12397,0.421
12398,0.673
12399,0.351
12400,0.679
12401,0.519
12402,0.23
12403,0.358
12404,0.706
12405,0.784
12406,0.397
12407,0.465
12408,0.3
12409,0.526
12410,0.677
12411,0.299
12412,0.324
12413,0.681
12414,0.38
12415,0.467
12416,0.796
12417,0.391
12418,0.48
12419,0.277
12420,0.345
12421,0.654
12422,0.323
12423,0.311
12424,0.679
12425,0.341
12426,0.739
12427,0.502
12428,0.489
12429,0.415
12430,0.713
12431,0.411
12432,0.517
12433,0.388
12434,0.425
12435,0.354
12436,0.448
12437,0.616
12438,0.43
12439,0.636
12440,0.347
12441,0.217
12442,0.354
12443,0.765
12444,0.274
12445,0.433
12446,0.333
12447,0.658
12448,0.295
12449,0.739
12450,0.38
12451,0.454
12452,0.621
12453,0.652
12454,0.397
12455,0.743
12456,0.412
12457,0.393
12458,0.326
12459,0.407
12460,0.778
12461,0.319
12462,0.459
12463,0.35
12464,0.621
12465,0.273
12466,0.336
12467,0.56
12468,0.723
12469,0.681
12470,0.807
12471,0.767
12472,0.663
12473,0.309
12474,0.75
12475,0.738
12476,0.4
12477,0.756
12478,0.306
12479,0.594
12480,0.347
12481,0.397
12482,0.528
12483,0.795
12484,0.687
12485,0.451
12486,0.526
12487,0.433
12488,0.719
12489,0.374
12490,0.364
12491,0.324
12492,0.759
12493,0.351
12494,0.329
12495,0.497
12496,0.509
12497,0.685
12498,0.324
12499,0.708
12500,0.315
12501,0.655
12502,0.828
12503,0.517
12504,0.575
12505,0.566
12506,0.704
12507,0.275
12508,0.713
12509,0.562
12510,0.713
12511,0.352
12512,0.259
12513,0.81
12514,0.47
12515,0.575
12516,0.639
12517,0.635
12518,0.31
12519,0.332
12520,0.433
12521,0.322
12522,0.426
12523,0.349
12524,0.613
12525,0.703
12526,0.258
12527,0.37
12528,0.555
12529,0.357
12530,0.332
12531,0.333
12532,0.8
12533,0.282
12534,0.733
12535,0.652
12536,0.433
12537,0.461
12538,0.795
12539,0.742
12540,0.418
12541,0.424
12542,0.519
12543,0.465
12544,0.326
12545,0.624
12546,0.79
12547,0.722
12548,0.37
12549,0.351
12550,0.377
12551,0.762
12552,0.507
12553,0.315
12554,0.767
12555,0.39
12556,0.509
12557,0.292
12558,0.345
12559,0.65
12560,0.329
12561,0.333
12562,0.432
12563,0.342
12564,0.721
12565,0.709
12566,0.251
12567,0.783
12568,0.352
12569,0.332
12570,0.42
12571,0.257
12572,0.393
12573,0.641
12574,0.29
12575,0.341
12576,0.413
12577,0.683
12578,0.307
12579,0.706
12580,0.351
12581,0.473
12582,0.644
12583,0.757
12584,0.415
12585,0.384
12586,0.235
12587,0.746
12588,0.344
12589,0.298
12590,0.351
12591,0.328
12592,0.29
12593,0.636
12594,0.407
12595,0.813
12596,0.296
12597,0.713
12598,0.752
12599,0.356
12600,0.385
12601,0.318
12602,0.651
12603,0.473
12604,0.723
12605,0.35
12606,0.515
12607,0.745
12608,0.469
12609,0.374
12610,0.464
12611,0.194
12612,0.707
12613,0.755
12614,0.584
12615,0.282
12616,0.618
12617,0.363
12618,0.341
12619,0.517
12620,0.699
12621,0.318
12622,0.676
12623,0.786
12624,0.557
12625,0.684
12626,0.753
12627,0.335
12628,0.216
12629,0.471
12630,0.653
12631,0.431
12632,0.526
12633,0.681
12634,0.275
12635,0.441
12636,0.506
12637,0.718
12638,0.693
12639,0.487
12640,0.322
12641,0.325
12642,0.692
12643,0.724
12644,0.371
12645,0.182
12646,0.489
12647,0.746
12648,0.733
12649,0.533
12650,0.398
12651,0.325
12652,0.429
12653,0.28
12654,0.259
12655,0.645
12656,0.429
12657,0.675
12658,0.769
12659,0.38
12660,0.499
12661,0.328
12662,0.453
12663,0.589
12664,0.312
12665,0.483
12666,0.707
12667,0.685
12668,0.384
12669,0.505
12670,0.314
12671,0.731
12672,0.565
12673,0.363
12674,0.313
12675,0.723
12676,0.742
12677,0.707
12678,0.282
12679,0.325
12680,0.567
12681,0.307
12682,0.272
12683,0.361
12684,0.371
12685,0.391
12686,0.368
12687,0.452
12688,0.556
12689,0.417
12690,0.291
12691,0.689
12692,0.767
12693,0.676
12694,0.275
12695,0.324
12696,0.315
12697,0.809
12698,0.698
12699,0.31
12700,0.393
12701,0.412
12702,0.345
12703,0.655
12704,0.757
12705,0.665
12706,0.69
12707,0.583
12708,0.792
12709,0.446
12710,0.688
12711,0.476
12712,0.441
12713,0.501
12714,0.261
12715,0.396
12716,0.681
12717,0.257
12718,0.41
12719,0.553
12720,0.381
12721,0.669
12722,0.859
12723,0.315
12724,0.288
12725,0.645
12726,0.346
12727,0.643
12728,0.258
12729,0.352
12730,0.793
12731,0.692
12732,0.269
12733,0.41
12734,0.683
12735,0.364
12736,0.354
12737,0.46
12738,0.476
12739,0.558
12740,0.344
12741,0.775
12742,0.394
12743,0.403
12744,0.558
12745,0.723
12746,0.701
12747,0.364
12748,0.351
12749,0.893
12750,0.436
12751,0.422
12752,0.287
12753,0.433
12754,0.298
12755,0.47
12756,0.411
12757,0.546
12758,0.369
12759,0.299
12760,0.298
12761,0.627
12762,0.636
12763,0.546
12764,0.347
12765,0.679
12766,0.667
12767,0.253
12768,0.772
12769,0.293
12770,0.379
12771,0.547
12772,0.547
12773,0.324
12774,0.176
12775,0.728
12776,0.388
12777,0.452
12778,0.7
12779,0.59
12780,0.342
12781,0.555
12782,0.331
12783,0.363
12784,0.519
12785,0.69
12786,0.626
12787,0.8
12788,0.522
12789,0.597
12790,0.48
12791,0.616
12792,0.713
12793,0.339
12794,0.334
12795,0.678
12796,0.364
12797,0.746
12798,0.379
12799,0.803
12800,0.669
12801,0.382
12802,0.347
12803,0.479
12804,0.714
12805,0.307
12806,0.665
12807,0.319
12808,0.646
12809,0.708
12810,0.387
12811,0.387
12812,0.793
12813,0.429
12814,0.471
12815,0.397
12816,0.713
12817,0.632
12818,0.33
12819,0.262
12820,0.25
12821,0.613
12822,0.405
12823,0.358
12824,0.613
12825,0.382
12826,0.764
12827,0.316
12828,0.454
12829,0.761
12830,0.715
12831,0.779
12832,0.338
12833,0.634
12834,0.65
12835,0.744
12836,0.42
12837,0.526
12838,0.362
12839,0.784
12840,0.273
12841,0.613
12842,0.669
12843,0.642
12844,0.45
12845,0.412
12846,0.614
12847,0.324
12848,0.512
12849,0.381
12850,0.244
12851,0.788
12852,0.635
12853,0.364
12854,0.634
12855,0.285
12856,0.444
12857,0.315
12858,0.612
12859,0.688
12860,0.297
12861,0.398
12862,0.68
12863,0.617
12864,0.333
12865,0.324
12866,0.71
12867,0.535
12868,0.747
12869,0.661
12870,0.785
12871,0.392
12872,0.652
12873,0.451
12874,0.735
12875,0.621
12876,0.504
12877,0.684
12878,0.259
12879,0.671
12880,0.32
12881,0.555
12882,0.763
12883,0.329
12884,0.714
12885,0.32
12886,0.521
12887,0.529
12888,0.423
12889,0.318
12890,0.344
12891,0.527
12892,0.459
12893,0.659
12894,0.752
12895,0.74
12896,0.391
12897,0.366
12898,0.824
12899,0.611
12900,0.294
12901,0.444
12902,0.318
12903,0.326
12904,0.658
12905,0.307
12906,0.486
12907,0.553
12908,0.602
12909,0.364
12910,0.544
12911,0.266
12912,0.404
12913,0.789
12914,0.757
12915,0.297
12916,0.52
12917,0.575
12918,0.52
12919,0.815
12920,0.336
12921,0.38
12922,0.384
12923,0.481
12924,0.345
12925,0.268
12926,0.668
12927,0.62
12928,0.778
12929,0.399
12930,0.742
12931,0.512
12932,0.352
12933,0.379
12934,0.836
12935,0.658
12936,0.346
12937,0.36
12938,0.308
12939,0.565
12940,0.455
12941,0.556
12942,0.621
12943,0.799
12944,0.354
12945,0.603
12946,0.33
12947,0.504
12948,0.154
12949,0.251
12950,0.375
12951,0.577
12952,0.355
12953,0.384
12954,0.456
12955,0.617
12956,0.786
12957,0.68
12958,0.306
12959,0.354
12960,0.356
12961,0.425
12962,0.407
12963,0.387
12964,0.584
12965,0.292
12966,0.336
12967,0.634
12968,0.699
12969,0.27
12970,0.775
12971,0.736
12972,0.382
12973,0.738
12974,0.289
12975,0.69
12976,0.643
12977,0.311
12978,0.674
12979,0.524
12980,0.677
12981,0.648
12982,0.328
12983,0.302
12984,0.725
12985,0.38
12986,0.762
12987,0.697
12988,0.377
12989,0.76
12990,0.755
12991,0.364
12992,0.658
12993,0.527
12994,0.52
12995,0.574
12996,0.631
12997,0.685
12998,0.494
12999,0.302
13000,0.268
13001,0.347
13002,0.382
13003,0.393
13004,0.431
13005,0.329
13006,0.674
13007,0.244
13008,0.303
13009,0.324
13010,0.538
13011,0.4
13012,0.315
13013,0.4
13014,0.297
13015,0.255
13016,0.463
13017,0.829
13018,0.379
13019,0.537
13020,0.25
13021,0.705
13022,0.194
13023,0.523
13024,0.477
13025,0.245
13026,0.799
13027,0.705
13028,0.529
13029,0.658
13030,0.388
13031,0.301
13032,0.646
13033,0.803
13034,0.665
13035,0.517
13036,0.756
13037,0.671
13038,0.767
13039,0.382
13040,0.722
13041,0.417
13042,0.417
13043,0.334
13044,0.676
13045,0.306
13046,0.357
13047,0.55
13048,0.477
13049,0.369
13050,0.33
13051,0.751
13052,0.478
13053,0.293
13054,0.393
13055,0.302
13056,0.222
13057,0.385
13058,0.794
13059,0.506
13060,0.361
13061,0.39
13062,0.793
13063,0.357
13064,0.35
13065,0.641
13066,0.332
13067,0.389
13068,0.421
13069,0.701
13070,0.35
13071,0.361
13072,0.374
13073,0.514
13074,0.635
13075,0.25
13076,0.428
13077,0.302
13078,0.414
13079,0.651
13080,0.641
13081,0.369
13082,0.326
13083,0.449
13084,0.448
13085,0.464
13086,0.399
13087,0.389
13088,0.338
13089,0.68
13090,0.592
13091,0.576
13092,0.18
13093,0.805
13094,0.692
13095,0.745
13096,0.812
13097,0.634
13098,0.603
13099,0.639
13100,0.755
13101,0.345
13102,0.738
13103,0.303
13104,0.549
13105,0.377
13106,0.34
13107,0.373
13108,0.333
13109,0.364
13110,0.49
13111,0.474
13112,0.47
13113,0.372
13114,0.439
13115,0.347
13116,0.754
13117,0.672
13118,0.649
13119,0.629
13120,0.36
13121,0.252
13122,0.248
13123,0.566
13124,0.671
13125,0.318
13126,0.594
13127,0.263
13128,0.409
13129,0.306
13130,0.775
13131,0.362
13132,0.231
13133,0.391
13134,0.817
13135,0.734
13136,0.254
13137,0.738
13138,0.671
13139,0.344
13140,0.607
13141,0.623
13142,0.308
13143,0.301
13144,0.684
13145,0.307
13146,0.746
13147,0.761
13148,0.631
13149,0.324
13150,0.258
13151,0.535
13152,0.362
13153,0.662
13154,0.383
13155,0.613
13156,0.627
13157,0.406
13158,0.805
13159,0.425
13160,0.659
13161,0.435
13162,0.332
13163,0.466
13164,0.403
13165,0.64
13166,0.578
13167,0.413
13168,0.398
13169,0.318
13170,0.335
13171,0.388
13172,0.367
13173,0.645
13174,0.486
13175,0.244
13176,0.744
13177,0.441
13178,0.705
13179,0.404
13180,0.31
13181,0.259
13182,0.239
13183,0.533
13184,0.257
13185,0.371
13186,0.401
13187,0.403
13188,0.341
13189,0.361
13190,0.705
13191,0.467
13192,0.721
13193,0.782
13194,0.406
13195,0.308
13196,0.725
13197,0.386
13198,0.35
13199,0.244
13200,0.293
13201,0.449
13202,0.526
13203,0.631
13204,0.594
13205,0.694
13206,0.694
13207,0.688
13208,0.545
13209,0.641
13210,0.418
13211,0.815
13212,0.469
13213,0.481
13214,0.675
13215,0.478
13216,0.715
13217,0.408
13218,0.355
13219,0.441
13220,0.621
13221,0.285
13222,0.248
13223,0.624
13224,0.174
13225,0.382
13226,0.306
13227,0.347
13228,0.375
13229,0.672
13230,0.245
13231,0.37
13232,0.369
13233,0.815
13234,0.362
13235,0.353
13236,0.406
13237,0.286
13238,0.305
13239,0.742
13240,0.432
13241,0.471
13242,0.699
13243,0.777
13244,0.381
13245,0.684
13246,0.313
13247,0.319
13248,0.325
13249,0.263
13250,0.277
13251,0.221
13252,0.443
13253,0.269
13254,0.712
13255,0.411
13256,0.338
13257,0.219
13258,0.252
13259,0.603
13260,0.368
13261,0.348
13262,0.649
13263,0.602
13264,0.747
13265,0.757
13266,0.369
13267,0.273
13268,0.338
13269,0.654
13270,0.31
13271,0.703
13272,0.449
13273,0.397
13274,0.329
13275,0.53
13276,0.433
13277,0.635
13278,0.409
13279,0.439
13280,0.63
13281,0.607
13282,0.432
13283,0.416
13284,0.668
13285,0.235
13286,0.76
13287,0.713
13288,0.293
13289,0.47
13290,0.476
13291,0.759
13292,0.429
13293,0.399
13294,0.277
13295,0.351
13296,0.327
13297,0.608
13298,0.749
13299,0.616
13300,0.417
13301,0.297
13302,0.355
13303,0.759
13304,0.391
13305,0.367
13306,0.742
13307,0.3
13308,0.5
13309,0.701
13310,0.595
13311,0.726
13312,0.449
13313,0.369
13314,0.717
13315,0.462
13316,0.586
13317,0.694
13318,0.744
13319,0.738
13320,0.404
13321,0.432
13322,0.222
13323,0.737
13324,0.655
13325,0.641
13326,0.672
13327,0.293
13328,0.765
13329,0.35
13330,0.837
13331,0.744
13332,0.414
13333,0.306
13334,0.81
13335,0.607
13336,0.67
13337,0.302
13338,0.575
13339,0.337
13340,0.413
13341,0.474
13342,0.632
13343,0.417
13344,0.672
13345,0.356
13346,0.827
13347,0.723
13348,0.594
13349,0.448
13350,0.585
13351,0.723
13352,0.698
13353,0.685
13354,0.75
13355,0.324
13356,0.39
13357,0.671
13358,0.491
13359,0.458
13360,0.422
13361,0.43
13362,0.516
13363,0.648
13364,0.338
13365,0.448
13366,0.343
13367,0.406
13368,0.65
13369,0.289
13370,0.716
13371,0.269
13372,0.244
13373,0.406
13374,0.661
13375,0.548
13376,0.692
13377,0.72
13378,0.281
13379,0.609
13380,0.432
13381,0.731
13382,0.614
13383,0.456
13384,0.643
13385,0.715
13386,0.215
13387,0.789
13388,0.481
13389,0.425
13390,0.579
13391,0.794
13392,0.29
13393,0.436
13394,0.664
13395,0.446
13396,0.728
13397,0.649
13398,0.403
13399,0.406
13400,0.737
13401,0.778
13402,0.749
13403,0.772
13404,0.293
13405,0.751
13406,0.688
13407,0.217
13408,0.411
13409,0.619
13410,0.371
13411,0.707
13412,0.582
13413,0.685
13414,0.333
13415,0.691
13416,0.44
13417,0.575
13418,0.456
13419,0.706
13420,0.591
13421,0.344
13422,0.352
13423,0.293
13424,0.442
13425,0.737
13426,0.633
13427,0.303
13428,0.692
13429,0.395
13430,0.756
13431,0.378
13432,0.29
13433,0.392
13434,0.332
13435,0.742
13436,0.625
13437,0.369
13438,0.39
13439,0.696
13440,0.236
13441,0.391
13442,0.341
13443,0.293
13444,0.244
13445,0.542
13446,0.46
13447,0.335
13448,0.377
13449,0.42
13450,0.381
13451,0.721
13452,0.684
13453,0.706
13454,0.718
13455,0.594
13456,0.715
13457,0.435
13458,0.228
13459,0.781
13460,0.25
13461,0.209
13462,0.316
13463,0.604
13464,0.299
13465,0.626
13466,0.637
13467,0.564
13468,0.379
13469,0.445
13470,0.787
13471,0.355
13472,0.298
13473,0.432
13474,0.425
13475,0.483
13476,0.411
13477,0.665
13478,0.401
13479,0.67
13480,0.672
13481,0.635
13482,0.387
13483,0.716
13484,0.31
13485,0.251
13486,0.675
13487,0.392
13488,0.389
13489,0.232
13490,0.392
13491,0.621
13492,0.38
13493,0.563
13494,0.365
13495,0.433
13496,0.56
13497,0.334
13498,0.772
13499,0.395
13500,0.351
13501,0.476
13502,0.576
13503,0.417
13504,0.571
13505,0.235
13506,0.266
13507,0.456
13508,0.678
13509,0.292
13510,0.479
13511,0.25
13512,0.447
13513,0.221
13514,0.274
13515,0.377
13516,0.349
13517,0.358
13518,0.324
13519,0.458
13520,0.287
13521,0.467
13522,0.43
13523,0.386
13524,0.38
13525,0.41
13526,0.299
13527,0.313
13528,0.308
13529,0.659
13530,0.259
13531,0.73
13532,0.441
13533,0.394
13534,0.659
13535,0.707
13536,0.364
13537,0.699
13538,0.401
13539,0.384
13540,0.37
13541,0.726
13542,0.317
13543,0.685
13544,0.321
13545,0.281
13546,0.449
13547,0.354
13548,0.381
13549,0.45
13550,0.688
13551,0.269
13552,0.28
13553,0.693
13554,0.443
13555,0.384
13556,0.346
13557,0.83
13558,0.659
13559,0.769
13560,0.381
13561,0.693
13562,0.6
13563,0.506
13564,0.465
13565,0.422
13566,0.353
13567,0.385
13568,0.401
13569,0.341
13570,0.479
13571,0.738
13572,0.555
13573,0.656
13574,0.223
13575,0.627
13576,0.393
13577,0.723
13578,0.328
13579,0.587
13580,0.83
13581,0.376
13582,0.605
13583,0.466
13584,0.347
13585,0.382
13586,0.214
13587,0.566
13588,0.455
13589,0.511
13590,0.295
13591,0.346
13592,0.681
13593,0.664
13594,0.295
13595,0.72
13596,0.36
13597,0.737
13598,0.438
13599,0.299
13600,0.453
13601,0.738
13602,0.613
13603,0.322
13604,0.706
13605,0.499
13606,0.332
13607,0.356
13608,0.5
13609,0.439
13610,0.476
13611,0.746
13612,0.533
13613,0.446
13614,0.325
13615,0.693
13616,0.349
13617,0.25
13618,0.492
13619,0.694
13620,0.455
13621,0.303
13622,0.659
13623,0.631
13624,0.357
13625,0.482
13626,0.422
13627,0.337
13628,0.7
13629,0.707
13630,0.392
13631,0.772
13632,0.785
13633,0.733
13634,0.533
13635,0.691
13636,0.515
13637,0.69
13638,0.392
13639,0.349
13640,0.266
13641,0.284
13642,0.379
13643,0.792
13644,0.646
13645,0.392
13646,0.652
13647,0.69
13648,0.347
13649,0.872
13650,0.708
13651,0.369
13652,0.752
13653,0.299
13654,0.354
13655,0.215
13656,0.314
13657,0.347
13658,0.631
13659,0.448
13660,0.665
13661,0.329
13662,0.489
13663,0.664
13664,0.32
13665,0.421
13666,0.378
13667,0.404
13668,0.323
13669,0.672
13670,0.629
13671,0.316
13672,0.644
13673,0.595
13674,0.393
13675,0.382
13676,0.415
13677,0.236
13678,0.326
13679,0.788
13680,0.535
13681,0.49
13682,0.693
13683,0.45
13684,0.688
13685,0.337
13686,0.461
13687,0.627
13688,0.222
13689,0.667
13690,0.545
13691,0.243
13692,0.357
13693,0.39
13694,0.337
13695,0.368
13696,0.555
13697,0.688
13698,0.368
13699,0.319
13700,0.574
13701,0.432
13702,0.409
13703,0.379
13704,0.675
13705,0.244
13706,0.332
13707,0.342
13708,0.687
13709,0.345
13710,0.616
13711,0.676
13712,0.31
13713,0.269
13714,0.694
13715,0.307
13716,0.309
13717,0.507
13718,0.368
13719,0.734
13720,0.328
13721,0.662
13722,0.607
13723,0.782
13724,0.338
13725,0.367
13726,0.422
13727,0.472
13728,0.698
13729,0.308
13730,0.312
13731,0.423
13732,0.353
13733,0.332
13734,0.732
13735,0.673
13736,0.447
13737,0.662
13738,0.355
13739,0.487
13740,0.369
13741,0.679
13742,0.668
13743,0.686
13744,0.507
13745,0.351
13746,0.389
13747,0.359
13748,0.7
13749,0.275
13750,0.338
13751,0.322
13752,0.676
13753,0.383
13754,0.418
13755,0.308
13756,0.779
13757,0.515
13758,0.405
13759,0.356
13760,0.436
13761,0.384
13762,0.583
13763,0.723
13764,0.282
13765,0.404
13766,0.266
13767,0.35
13768,0.341
13769,0.213
13770,0.585
13771,0.369
13772,0.712
13773,0.392
13774,0.66
13775,0.455
13776,0.476
13777,0.682
13778,0.378
13779,0.345
13780,0.397
13781,0.306
13782,0.411
13783,0.688
13784,0.489
13785,0.665
13786,0.45
13787,0.527
13788,0.811
13789,0.707
13790,0.424
13791,0.274
13792,0.47
13793,0.69
13794,0.705
13795,0.798
13796,0.23
13797,0.364
13798,0.521
13799,0.431
13800,0.64
13801,0.457
13802,0.456
13803,0.768
13804,0.777
13805,0.264
13806,0.386
13807,0.29
13808,0.374
13809,0.684
13810,0.613
13811,0.379
13812,0.298
13813,0.714
13814,0.745
13815,0.361
13816,0.346
13817,0.4
13818,0.422
13819,0.68
13820,0.402
13821,0.266
13822,0.268
13823,0.452
13824,0.359
13825,0.799
13826,0.439
13827,0.369
13828,0.577
13829,0.225
13830,0.364
13831,0.705
13832,0.308
13833,0.329
13834,0.323
13835,0.236
13836,0.706
13837,0.333
13838,0.763
13839,0.45
13840,0.359
13841,0.281
13842,0.399
13843,0.799
13844,0.311
13845,0.367
13846,0.365
13847,0.496
13848,0.742
13849,0.277
13850,0.688
13851,0.597
13852,0.425
13853,0.305
13854,0.272
13855,0.564
13856,0.317
13857,0.245
13858,0.574
13859,0.498
13860,0.352
13861,0.33
13862,0.843
13863,0.708
13864,0.292
13865,0.367
13866,0.336
13867,0.448
13868,0.613
13869,0.361
13870,0.36
13871,0.301
13872,0.344
13873,0.443
13874,0.367
13875,0.326
13876,0.401
13877,0.28
13878,0.566
13879,0.595
13880,0.541
13881,0.453
13882,0.662
13883,0.422
13884,0.534
13885,0.29
13886,0.413
13887,0.634
13888,0.317
13889,0.718
13890,0.489
13891,0.544
13892,0.37
13893,0.369
13894,0.289
13895,0.574
13896,0.428
13897,0.29
13898,0.674
13899,0.299
13900,0.207
13901,0.327
13902,0.393
13903,0.669
13904,0.327
13905,0.69
13906,0.349
13907,0.379
13908,0.701
13909,0.346
13910,0.367
13911,0.434
13912,0.27
13913,0.387
13914,0.329
13915,0.183
13916,0.753
13917,0.348
13918,0.425
13919,0.255
13920,0.463
13921,0.442
13922,0.271
13923,0.68
13924,0.864
13925,0.463
13926,0.646
13927,0.747
13928,0.193
13929,0.476
13930,0.519
13931,0.582
13932,0.701
13933,0.732
13934,0.49
13935,0.407
13936,0.433
13937,0.366
13938,0.437
13939,0.361
13940,0.591
13941,0.316
13942,0.624
13943,0.341
13944,0.668
13945,0.527
13946,0.292
13947,0.385
13948,0.289
13949,0.645
13950,0.352
13951,0.282
13952,0.36
13953,0.799
13954,0.443
13955,0.664
13956,0.371
13957,0.703
13958,0.672
13959,0.378
13960,0.274
13961,0.423
13962,0.791
13963,0.311
13964,0.368
13965,0.36
13966,0.578
13967,0.51
13968,0.826
13969,0.391
13970,0.387
13971,0.404
13972,0.255
13973,0.39
13974,0.353
13975,0.618
13976,0.494
13977,0.621
13978,0.35
13979,0.769
13980,0.752
13981,0.729
13982,0.447
13983,0.627
13984,0.729
13985,0.77
13986,0.678
13987,0.736
13988,0.56
13989,0.285
13990,0.391
13991,0.396
13992,0.401
13993,0.528
13994,0.4
13995,0.739
13996,0.265
